side,model,X_RMSE,X_R2,Y_RMSE,Y_R2,Z_RMSE,Z_R2
MdDd,KAN,44.11382067793139,-13.222105979919434,62.66720992048992,-18.588603973388672,112.28518988356167,-172.0299835205078
MdDd,MLP,1.9462803037975587,0.9723162055015564,1.595123895598574,0.9873085618019104,1.3041639819539055,0.9766578674316406
