side,model,X_RMSE,X_R2,Y_RMSE,Y_R2,Z_RMSE,Z_R2
MsDs,KAN,54.91058294300494,-5.862548828125,519.0755002887345,-1553.20458984375,156.5006739202742,-352.28778076171875
MsDs,MLP,1.9409794482204872,0.9914253950119019,1.477328470152093,0.9874107241630554,0.8395917647500821,0.9898320436477661
