side,model,X_RMSE,X_R2,Y_RMSE,Y_R2,Z_RMSE,Z_R2
MdDs,KAN,52.16394256856814,-5.1931867599487305,30.42397250569596,-4.339233875274658,59.011260429022144,-49.23031997680664
MdDs,MLP,38.34806987177614,-2.347036123275757,12.997790809132479,0.025490283966064453,55.127681606402376,-42.83647537231445
