side,model,X_RMSE,X_R2,Y_RMSE,Y_R2,Z_RMSE,Z_R2
MdDd,KAN,2.017065199048339,0.9479913711547852,2.4055621662690223,0.9595209956169128,1.6757493093865639,0.948279619216919
MdDd,MLP,1.6490196899385938,0.965239405632019,1.4455644542584067,0.9853825569152832,1.7659099652721222,0.9425644874572754
