side,model,X_RMSE,X_R2,Y_RMSE,Y_R2,Z_RMSE,Z_R2
MdDs,KAN,12.748071262855866,0.17591291666030884,6.18725677936979,0.8102416396141052,5.504066351246665,-0.45901191234588623
MdDs,MLP,26.624300808747776,-2.5945169925689697,5.9602898362110395,0.8239080905914307,18.703002623346507,-15.846673965454102
