side,model,X_RMSE,X_R2,Y_RMSE,Y_R2,Z_RMSE,Z_R2
MsDs,KAN,1.9421852437111353,0.991378664970398,1.3841075113521952,0.9438875913619995,3.0016185844618755,0.8184138536453247
MsDs,MLP,2.2468451528463507,0.9884617924690247,1.7043750619975724,0.9149156808853149,2.98080566421847,0.8209233283996582
